slot_id,zone,aisle_id,shelf_level,temp_zone,max_weight_kg,aisle_width_m
A18-D-10,A,A18,D,Ambient,150,2.0
A18-D-11,A,A18,D,Ambient,150,2.0
A18-D-12,A,A18,D,Ambient,150,2.0
A18-D-13,A,A18,D,Ambient,150,2.0
A18-D-14,A,A18,D,Ambient,150,2.0
A18-D-15,A,A18,D,Ambient,150,2.0
A18-D-16,A,A18,D,Ambient,150,2.0
A18-D-17,A,A18,D,Ambient,150,2.0
A18-D-18,A,A18,D,Ambient,150,2.0
A18-D-19,A,A18,D,Ambient,150,2.0
A18-D-20,A,A18,D,Ambient,150,2.0
A18-E-01,A,A18,E,Ambient,25,2.0
A18-E-02,A,A18,E,Ambient,25,2.0
A18-E-03,A,A18,E,Ambient,25,2.0
A18-E-04,A,A18,E,Ambient,25,2.0
A18-E-05,A,A18,E,Ambient,25,2.0
A18-E-06,A,A18,E,Ambient,25,2.0
A18-E-07,A,A18,E,Ambient,25,2.0
A18-E-08,A,A18,E,Ambient,25,2.0
A18-E-09,A,A18,E,Ambient,25,2.0
A18-E-10,A,A18,E,Ambient,25,2.0
A18-E-11,A,A18,E,Ambient,25,2.0
A18-E-12,A,A18,E,Ambient,25,2.0
A18-E-13,A,A18,E,Ambient,25,2.0
A18-E-14,A,A18,E,Ambient,25,2.0
A18-E-15,A,A18,E,Ambient,25,2.0
A18-E-16,A,A18,E,Ambient,25,2.0
A18-E-17,A,A18,E,Ambient,25,2.0
A18-E-18,A,A18,E,Ambient,25,2.0
A18-E-19,A,A18,E,Ambient,25,2.0
A18-E-20,A,A18,E,Ambient,25,2.0
A18-F-01,A,A18,F,Ambient,25,2.0
A18-F-02,A,A18,F,Ambient,25,2.0
A18-F-03,A,A18,F,Ambient,25,2.0
A18-F-04,A,A18,F,Ambient,25,2.0
A18-F-05,A,A18,F,Ambient,25,2.0
A18-F-06,A,A18,F,Ambient,25,2.0
A18-F-07,A,A18,F,Ambient,25,2.0
A18-F-08,A,A18,F,Ambient,25,2.0
A18-F-09,A,A18,F,Ambient,25,2.0
A18-F-10,A,A18,F,Ambient,25,2.0
A18-F-11,A,A18,F,Ambient,25,2.0
A18-F-12,A,A18,F,Ambient,25,2.0
A18-F-13,A,A18,F,Ambient,25,2.0
A18-F-14,A,A18,F,Ambient,25,2.0
A18-F-15,A,A18,F,Ambient,25,2.0
A18-F-16,A,A18,F,Ambient,25,2.0
A18-F-17,A,A18,F,Ambient,25,2.0
A18-F-18,A,A18,F,Ambient,25,2.0
A18-F-19,A,A18,F,Ambient,25,2.0
A18-F-20,A,A18,F,Ambient,25,2.0
A19-A-01,A,A19,A,Ambient,150,2.0
A19-A-02,A,A19,A,Ambient,150,2.0
A19-A-03,A,A19,A,Ambient,150,2.0
A19-A-04,A,A19,A,Ambient,150,2.0
A19-A-05,A,A19,A,Ambient,150,2.0
A19-A-06,A,A19,A,Ambient,150,2.0
A19-A-07,A,A19,A,Ambient,150,2.0
A19-A-08,A,A19,A,Ambient,150,2.0
A19-A-09,A,A19,A,Ambient,150,2.0
A19-A-10,A,A19,A,Ambient,150,2.0
A19-A-11,A,A19,A,Ambient,150,2.0
A19-A-12,A,A19,A,Ambient,150,2.0
A19-A-13,A,A19,A,Ambient,150,2.0
A19-A-14,A,A19,A,Ambient,150,2.0
A19-A-15,A,A19,A,Ambient,150,2.0
A19-A-16,A,A19,A,Ambient,150,2.0
A19-A-17,A,A19,A,Ambient,150,2.0
A19-A-18,A,A19,A,Ambient,150,2.0
A19-A-19,A,A19,A,Ambient,150,2.0
A19-A-20,A,A19,A,Ambient,150,2.0
A19-B-01,A,A19,B,Ambient,150,2.0
A19-B-02,A,A19,B,Ambient,150,2.0
A19-B-03,A,A19,B,Ambient,150,2.0
A19-B-04,A,A19,B,Ambient,150,2.0
A19-B-05,A,A19,B,Ambient,150,2.0
A19-B-06,A,A19,B,Ambient,150,2.0
A19-B-07,A,A19,B,Ambient,150,2.0
A19-B-08,A,A19,B,Ambient,150,2.0
A19-B-09,A,A19,B,Ambient,150,2.0
A19-B-10,A,A19,B,Ambient,150,2.0
A19-B-11,A,A19,B,Ambient,150,2.0
A19-B-12,A,A19,B,Ambient,150,2.0
A19-B-13,A,A19,B,Ambient,150,2.0
A19-B-14,A,A19,B,Ambient,150,2.0
A19-B-15,A,A19,B,Ambient,150,2.0
A19-B-16,A,A19,B,Ambient,150,2.0
A19-B-17,A,A19,B,Ambient,150,2.0
A19-B-18,A,A19,B,Ambient,150,2.0
A19-B-19,A,A19,B,Ambient,150,2.0
A19-B-20,A,A19,B,Ambient,150,2.0
A19-C-01,A,A19,C,Ambient,150,2.0
A19-C-02,A,A19,C,Ambient,150,2.0
A19-C-03,A,A19,C,Ambient,150,2.0
A19-C-04,A,A19,C,Ambient,150,2.0
A19-C-05,A,A19,C,Ambient,150,2.0
A19-C-06,A,A19,C,Ambient,150,2.0
A19-C-07,A,A19,C,Ambient,150,2.0
A19-C-08,A,A19,C,Ambient,150,2.0
A19-C-09,A,A19,C,Ambient,150,2.0
A19-C-10,A,A19,C,Ambient,150,2.0
A19-C-11,A,A19,C,Ambient,150,2.0
A19-C-12,A,A19,C,Ambient,150,2.0
A19-C-13,A,A19,C,Ambient,150,2.0
A19-C-14,A,A19,C,Ambient,150,2.0
A19-C-15,A,A19,C,Ambient,150,2.0
A19-C-16,A,A19,C,Ambient,150,2.0
A19-C-17,A,A19,C,Ambient,150,2.0
A19-C-18,A,A19,C,Ambient,150,2.0
A19-C-19,A,A19,C,Ambient,150,2.0
A19-C-20,A,A19,C,Ambient,150,2.0
A19-D-01,A,A19,D,Ambient,150,2.0
A19-D-02,A,A19,D,Ambient,150,2.0
A19-D-03,A,A19,D,Ambient,150,2.0
A19-D-04,A,A19,D,Ambient,150,2.0
A19-D-05,A,A19,D,Ambient,150,2.0
A19-D-06,A,A19,D,Ambient,150,2.0
A19-D-07,A,A19,D,Ambient,150,2.0
A19-D-08,A,A19,D,Ambient,150,2.0
A19-D-09,A,A19,D,Ambient,150,2.0
A19-D-10,A,A19,D,Ambient,150,2.0
A19-D-11,A,A19,D,Ambient,150,2.0
A19-D-12,A,A19,D,Ambient,150,2.0
A19-D-13,A,A19,D,Ambient,150,2.0
A19-D-14,A,A19,D,Ambient,150,2.0
A19-D-15,A,A19,D,Ambient,150,2.0
A19-D-16,A,A19,D,Ambient,150,2.0
A19-D-17,A,A19,D,Ambient,150,2.0
A19-D-18,A,A19,D,Ambient,150,2.0
A19-D-19,A,A19,D,Ambient,150,2.0
A19-D-20,A,A19,D,Ambient,150,2.0
A19-E-01,A,A19,E,Ambient,25,2.0
A19-E-02,A,A19,E,Ambient,25,2.0
A19-E-03,A,A19,E,Ambient,25,2.0
A19-E-04,A,A19,E,Ambient,25,2.0
A19-E-05,A,A19,E,Ambient,25,2.0
A19-E-06,A,A19,E,Ambient,25,2.0
A19-E-07,A,A19,E,Ambient,25,2.0
A19-E-08,A,A19,E,Ambient,25,2.0
A19-E-09,A,A19,E,Ambient,25,2.0
A19-E-10,A,A19,E,Ambient,25,2.0
A19-E-11,A,A19,E,Ambient,25,2.0
A19-E-12,A,A19,E,Ambient,25,2.0
A19-E-13,A,A19,E,Ambient,25,2.0
A19-E-14,A,A19,E,Ambient,25,2.0
A19-E-15,A,A19,E,Ambient,25,2.0
A19-E-16,A,A19,E,Ambient,25,2.0
A19-E-17,A,A19,E,Ambient,25,2.0
A19-E-18,A,A19,E,Ambient,25,2.0
A19-E-19,A,A19,E,Ambient,25,2.0
A19-E-20,A,A19,E,Ambient,25,2.0
A19-F-01,A,A19,F,Ambient,25,2.0
A19-F-02,A,A19,F,Ambient,25,2.0
A19-F-03,A,A19,F,Ambient,25,2.0
A19-F-04,A,A19,F,Ambient,25,2.0
A19-F-05,A,A19,F,Ambient,25,2.0
A19-F-06,A,A19,F,Ambient,25,2.0
A19-F-07,A,A19,F,Ambient,25,2.0
A19-F-08,A,A19,F,Ambient,25,2.0
A19-F-09,A,A19,F,Ambient,25,2.0
A19-F-10,A,A19,F,Ambient,25,2.0
A19-F-11,A,A19,F,Ambient,25,2.0
A19-F-12,A,A19,F,Ambient,25,2.0
A19-F-13,A,A19,F,Ambient,25,2.0
A19-F-14,A,A19,F,Ambient,25,2.0
A19-F-15,A,A19,F,Ambient,25,2.0
A19-F-16,A,A19,F,Ambient,25,2.0
A19-F-17,A,A19,F,Ambient,25,2.0
A19-F-18,A,A19,F,Ambient,25,2.0
A19-F-19,A,A19,F,Ambient,25,2.0
A19-F-20,A,A19,F,Ambient,25,2.0
A20-A-01,A,A20,A,Ambient,150,2.0
A20-A-02,A,A20,A,Ambient,150,2.0
A20-A-03,A,A20,A,Ambient,150,2.0
A20-A-04,A,A20,A,Ambient,150,2.0
A20-A-05,A,A20,A,Ambient,150,2.0
A20-A-06,A,A20,A,Ambient,150,2.0
A20-A-07,A,A20,A,Ambient,150,2.0
A20-A-08,A,A20,A,Ambient,150,2.0
A20-A-09,A,A20,A,Ambient,150,2.0
A20-A-10,A,A20,A,Ambient,150,2.0
A20-A-11,A,A20,A,Ambient,150,2.0
A20-A-12,A,A20,A,Ambient,150,2.0
A20-A-13,A,A20,A,Ambient,150,2.0
A20-A-14,A,A20,A,Ambient,150,2.0
A20-A-15,A,A20,A,Ambient,150,2.0
A20-A-16,A,A20,A,Ambient,150,2.0
A20-A-17,A,A20,A,Ambient,150,2.0
A20-A-18,A,A20,A,Ambient,150,2.0
A20-A-19,A,A20,A,Ambient,150,2.0
A20-A-20,A,A20,A,Ambient,150,2.0
A20-B-01,A,A20,B,Ambient,150,2.0
A20-B-02,A,A20,B,Ambient,150,2.0
A20-B-03,A,A20,B,Ambient,150,2.0
A20-B-04,A,A20,B,Ambient,150,2.0
A20-B-05,A,A20,B,Ambient,150,2.0
A20-B-06,A,A20,B,Ambient,150,2.0
A20-B-07,A,A20,B,Ambient,150,2.0
A20-B-08,A,A20,B,Ambient,150,2.0
A20-B-09,A,A20,B,Ambient,150,2.0
A20-B-10,A,A20,B,Ambient,150,2.0
A20-B-11,A,A20,B,Ambient,150,2.0
A20-B-12,A,A20,B,Ambient,150,2.0
A20-B-13,A,A20,B,Ambient,150,2.0
A20-B-14,A,A20,B,Ambient,150,2.0
A20-B-15,A,A20,B,Ambient,150,2.0
A20-B-16,A,A20,B,Ambient,150,2.0
A20-B-17,A,A20,B,Ambient,150,2.0
A20-B-18,A,A20,B,Ambient,150,2.0
A20-B-19,A,A20,B,Ambient,150,2.0
A20-B-20,A,A20,B,Ambient,150,2.0
A20-C-01,A,A20,C,Ambient,150,2.0
A20-C-02,A,A20,C,Ambient,150,2.0
A20-C-03,A,A20,C,Ambient,150,2.0
A20-C-04,A,A20,C,Ambient,150,2.0
A20-C-05,A,A20,C,Ambient,150,2.0
A20-C-06,A,A20,C,Ambient,150,2.0
A20-C-07,A,A20,C,Ambient,150,2.0
A20-C-08,A,A20,C,Ambient,150,2.0
A20-C-09,A,A20,C,Ambient,150,2.0
A20-C-10,A,A20,C,Ambient,150,2.0
A20-C-11,A,A20,C,Ambient,150,2.0
A20-C-12,A,A20,C,Ambient,150,2.0
A20-C-13,A,A20,C,Ambient,150,2.0
A20-C-14,A,A20,C,Ambient,150,2.0
A20-C-15,A,A20,C,Ambient,150,2.0
A20-C-16,A,A20,C,Ambient,150,2.0
A20-C-17,A,A20,C,Ambient,150,2.0
A20-C-18,A,A20,C,Ambient,150,2.0
A20-C-19,A,A20,C,Ambient,150,2.0
A20-C-20,A,A20,C,Ambient,150,2.0
A20-D-01,A,A20,D,Ambient,150,2.0
A20-D-02,A,A20,D,Ambient,150,2.0
A20-D-03,A,A20,D,Ambient,150,2.0
A20-D-04,A,A20,D,Ambient,150,2.0
A20-D-05,A,A20,D,Ambient,150,2.0
A20-D-06,A,A20,D,Ambient,150,2.0
A20-D-07,A,A20,D,Ambient,150,2.0
A20-D-08,A,A20,D,Ambient,150,2.0
A20-D-09,A,A20,D,Ambient,150,2.0
A20-D-10,A,A20,D,Ambient,150,2.0
A20-D-11,A,A20,D,Ambient,150,2.0
A20-D-12,A,A20,D,Ambient,150,2.0
A20-D-13,A,A20,D,Ambient,150,2.0
A20-D-14,A,A20,D,Ambient,150,2.0
A20-D-15,A,A20,D,Ambient,150,2.0
A20-D-16,A,A20,D,Ambient,150,2.0
A20-D-17,A,A20,D,Ambient,150,2.0
A20-D-18,A,A20,D,Ambient,150,2.0
A20-D-19,A,A20,D,Ambient,150,2.0
A20-D-20,A,A20,D,Ambient,150,2.0
A20-E-01,A,A20,E,Ambient,25,2.0
A20-E-02,A,A20,E,Ambient,25,2.0
A20-E-03,A,A20,E,Ambient,25,2.0
A20-E-04,A,A20,E,Ambient,25,2.0
A20-E-05,A,A20,E,Ambient,25,2.0
A20-E-06,A,A20,E,Ambient,25,2.0
A20-E-07,A,A20,E,Ambient,25,2.0
A20-E-08,A,A20,E,Ambient,25,2.0
A20-E-09,A,A20,E,Ambient,25,2.0
A20-E-10,A,A20,E,Ambient,25,2.0
A20-E-11,A,A20,E,Ambient,25,2.0
A20-E-12,A,A20,E,Ambient,25,2.0
A20-E-13,A,A20,E,Ambient,25,2.0
A20-E-14,A,A20,E,Ambient,25,2.0
A20-E-15,A,A20,E,Ambient,25,2.0
A20-E-16,A,A20,E,Ambient,25,2.0
A20-E-17,A,A20,E,Ambient,25,2.0
A20-E-18,A,A20,E,Ambient,25,2.0
A20-E-19,A,A20,E,Ambient,25,2.0
A20-E-20,A,A20,E,Ambient,25,2.0
A20-F-01,A,A20,F,Ambient,25,2.0
A20-F-02,A,A20,F,Ambient,25,2.0
A20-F-03,A,A20,F,Ambient,25,2.0
A20-F-04,A,A20,F,Ambient,25,2.0
A20-F-05,A,A20,F,Ambient,25,2.0
A20-F-06,A,A20,F,Ambient,25,2.0
A20-F-07,A,A20,F,Ambient,25,2.0
A20-F-08,A,A20,F,Ambient,25,2.0
A20-F-09,A,A20,F,Ambient,25,2.0
A20-F-10,A,A20,F,Ambient,25,2.0
A20-F-11,A,A20,F,Ambient,25,2.0
A20-F-12,A,A20,F,Ambient,25,2.0
A20-F-13,A,A20,F,Ambient,25,2.0
A20-F-14,A,A20,F,Ambient,25,2.0
A20-F-15,A,A20,F,Ambient,25,2.0
A20-F-16,A,A20,F,Ambient,25,2.0
A20-F-17,A,A20,F,Ambient,25,2.0
A20-F-18,A,A20,F,Ambient,25,2.0
A20-F-19,A,A20,F,Ambient,25,2.0
A20-F-20,A,A20,F,Ambient,25,2.0
A21-A-01,A,A21,A,Ambient,150,2.0
A21-A-02,A,A21,A,Ambient,150,2.0
A21-A-03,A,A21,A,Ambient,150,2.0
A21-A-04,A,A21,A,Ambient,150,2.0
A21-A-05,A,A21,A,Ambient,150,2.0
A21-A-06,A,A21,A,Ambient,150,2.0
A21-A-07,A,A21,A,Ambient,150,2.0
A21-A-08,A,A21,A,Ambient,150,2.0
A21-A-09,A,A21,A,Ambient,150,2.0
A21-A-10,A,A21,A,Ambient,150,2.0
A21-A-11,A,A21,A,Ambient,150,2.0
A21-A-12,A,A21,A,Ambient,150,2.0
A21-A-13,A,A21,A,Ambient,150,2.0
A21-A-14,A,A21,A,Ambient,150,2.0
A21-A-15,A,A21,A,Ambient,150,2.0
A21-A-16,A,A21,A,Ambient,150,2.0
A21-A-17,A,A21,A,Ambient,150,2.0
A21-A-18,A,A21,A,Ambient,150,2.0
A21-A-19,A,A21,A,Ambient,150,2.0
A21-A-20,A,A21,A,Ambient,150,2.0
A21-B-01,A,A21,B,Ambient,150,2.0
A21-B-02,A,A21,B,Ambient,150,2.0
A21-B-03,A,A21,B,Ambient,150,2.0
A21-B-04,A,A21,B,Ambient,150,2.0
A21-B-05,A,A21,B,Ambient,150,2.0
A21-B-06,A,A21,B,Ambient,150,2.0
A21-B-07,A,A21,B,Ambient,150,2.0
A21-B-08,A,A21,B,Ambient,150,2.0
A21-B-09,A,A21,B,Ambient,150,2.0
A21-B-10,A,A21,B,Ambient,150,2.0
A21-B-11,A,A21,B,Ambient,150,2.0
A21-B-12,A,A21,B,Ambient,150,2.0
A21-B-13,A,A21,B,Ambient,150,2.0
A21-B-14,A,A21,B,Ambient,150,2.0
A21-B-15,A,A21,B,Ambient,150,2.0
A21-B-16,A,A21,B,Ambient,150,2.0
A21-B-17,A,A21,B,Ambient,150,2.0
A21-B-18,A,A21,B,Ambient,150,2.0
A21-B-19,A,A21,B,Ambient,150,2.0
A21-B-20,A,A21,B,Ambient,150,2.0
A21-C-01,A,A21,C,Ambient,150,2.0
A21-C-02,A,A21,C,Ambient,150,2.0
A21-C-03,A,A21,C,Ambient,150,2.0
A21-C-04,A,A21,C,Ambient,150,2.0
A21-C-05,A,A21,C,Ambient,150,2.0
A21-C-06,A,A21,C,Ambient,150,2.0
A21-C-07,A,A21,C,Ambient,150,2.0
A21-C-08,A,A21,C,Ambient,150,2.0
A21-C-09,A,A21,C,Ambient,150,2.0
A21-C-10,A,A21,C,Ambient,150,2.0
A21-C-11,A,A21,C,Ambient,150,2.0
A21-C-12,A,A21,C,Ambient,150,2.0
A21-C-13,A,A21,C,Ambient,150,2.0
A21-C-14,A,A21,C,Ambient,150,2.0
A21-C-15,A,A21,C,Ambient,150,2.0
A21-C-16,A,A21,C,Ambient,150,2.0
A21-C-17,A,A21,C,Ambient,150,2.0
A21-C-18,A,A21,C,Ambient,150,2.0
A21-C-19,A,A21,C,Ambient,150,2.0
A21-C-20,A,A21,C,Ambient,150,2.0
A21-D-01,A,A21,D,Ambient,150,2.0
A21-D-02,A,A21,D,Ambient,150,2.0
A21-D-03,A,A21,D,Ambient,150,2.0
A21-D-04,A,A21,D,Ambient,150,2.0
A21-D-05,A,A21,D,Ambient,150,2.0
A21-D-06,A,A21,D,Ambient,150,2.0
A21-D-07,A,A21,D,Ambient,150,2.0
A21-D-08,A,A21,D,Ambient,150,2.0
A21-D-09,A,A21,D,Ambient,150,2.0
A21-D-10,A,A21,D,Ambient,150,2.0
A21-D-11,A,A21,D,Ambient,150,2.0
A21-D-12,A,A21,D,Ambient,150,2.0
A21-D-13,A,A21,D,Ambient,150,2.0
A21-D-14,A,A21,D,Ambient,150,2.0
A21-D-15,A,A21,D,Ambient,150,2.0
A21-D-16,A,A21,D,Ambient,150,2.0
A21-D-17,A,A21,D,Ambient,150,2.0
A21-D-18,A,A21,D,Ambient,150,2.0
A21-D-19,A,A21,D,Ambient,150,2.0
A21-D-20,A,A21,D,Ambient,150,2.0
A21-E-01,A,A21,E,Ambient,25,2.0
A21-E-02,A,A21,E,Ambient,25,2.0
A21-E-03,A,A21,E,Ambient,25,2.0
A21-E-04,A,A21,E,Ambient,25,2.0
A21-E-05,A,A21,E,Ambient,25,2.0
A21-E-06,A,A21,E,Ambient,25,2.0
A21-E-07,A,A21,E,Ambient,25,2.0
A21-E-08,A,A21,E,Ambient,25,2.0
A21-E-09,A,A21,E,Ambient,25,2.0
A21-E-10,A,A21,E,Ambient,25,2.0
A21-E-11,A,A21,E,Ambient,25,2.0
A21-E-12,A,A21,E,Ambient,25,2.0
A21-E-13,A,A21,E,Ambient,25,2.0
A21-E-14,A,A21,E,Ambient,25,2.0
A21-E-15,A,A21,E,Ambient,25,2.0
A21-E-16,A,A21,E,Ambient,25,2.0
A21-E-17,A,A21,E,Ambient,25,2.0
A21-E-18,A,A21,E,Ambient,25,2.0
A21-E-19,A,A21,E,Ambient,25,2.0
A21-E-20,A,A21,E,Ambient,25,2.0
A21-F-01,A,A21,F,Ambient,25,2.0
A21-F-02,A,A21,F,Ambient,25,2.0
A21-F-03,A,A21,F,Ambient,25,2.0
A21-F-04,A,A21,F,Ambient,25,2.0
A21-F-05,A,A21,F,Ambient,25,2.0
A21-F-06,A,A21,F,Ambient,25,2.0
A21-F-07,A,A21,F,Ambient,25,2.0
A21-F-08,A,A21,F,Ambient,25,2.0
A21-F-09,A,A21,F,Ambient,25,2.0
A21-F-10,A,A21,F,Ambient,25,2.0
A21-F-11,A,A21,F,Ambient,25,2.0
A21-F-12,A,A21,F,Ambient,25,2.0
A21-F-13,A,A21,F,Ambient,25,2.0
A21-F-14,A,A21,F,Ambient,25,2.0
A21-F-15,A,A21,F,Ambient,25,2.0
A21-F-16,A,A21,F,Ambient,25,2.0
A21-F-17,A,A21,F,Ambient,25,2.0
A21-F-18,A,A21,F,Ambient,25,2.0
A21-F-19,A,A21,F,Ambient,25,2.0
A21-F-20,A,A21,F,Ambient,25,2.0
A22-A-01,A,A22,A,Ambient,150,2.0
A22-A-02,A,A22,A,Ambient,150,2.0
A22-A-03,A,A22,A,Ambient,150,2.0
A22-A-04,A,A22,A,Ambient,150,2.0
A22-A-05,A,A22,A,Ambient,150,2.0
A22-A-06,A,A22,A,Ambient,150,2.0
A22-A-07,A,A22,A,Ambient,150,2.0
A22-A-08,A,A22,A,Ambient,150,2.0
A22-A-09,A,A22,A,Ambient,150,2.0
A22-A-10,A,A22,A,Ambient,150,2.0
A22-A-11,A,A22,A,Ambient,150,2.0
A22-A-12,A,A22,A,Ambient,150,2.0
A22-A-13,A,A22,A,Ambient,150,2.0
A22-A-14,A,A22,A,Ambient,150,2.0
A22-A-15,A,A22,A,Ambient,150,2.0
A22-A-16,A,A22,A,Ambient,150,2.0
A22-A-17,A,A22,A,Ambient,150,2.0
A22-A-18,A,A22,A,Ambient,150,2.0
A22-A-19,A,A22,A,Ambient,150,2.0
A22-A-20,A,A22,A,Ambient,150,2.0
A22-B-01,A,A22,B,Ambient,150,2.0
A22-B-02,A,A22,B,Ambient,150,2.0
A22-B-03,A,A22,B,Ambient,150,2.0
A22-B-04,A,A22,B,Ambient,150,2.0
A22-B-05,A,A22,B,Ambient,150,2.0
A22-B-06,A,A22,B,Ambient,150,2.0
A22-B-07,A,A22,B,Ambient,150,2.0
A22-B-08,A,A22,B,Ambient,150,2.0
A22-B-09,A,A22,B,Ambient,150,2.0
A22-B-10,A,A22,B,Ambient,150,2.0
A22-B-11,A,A22,B,Ambient,150,2.0
A22-B-12,A,A22,B,Ambient,150,2.0
A22-B-13,A,A22,B,Ambient,150,2.0
A22-B-14,A,A22,B,Ambient,150,2.0
A22-B-15,A,A22,B,Ambient,150,2.0
A22-B-16,A,A22,B,Ambient,150,2.0
A22-B-17,A,A22,B,Ambient,150,2.0
A22-B-18,A,A22,B,Ambient,150,2.0
A22-B-19,A,A22,B,Ambient,150,2.0
A22-B-20,A,A22,B,Ambient,150,2.0
A22-C-01,A,A22,C,Ambient,150,2.0
A22-C-02,A,A22,C,Ambient,150,2.0
A22-C-03,A,A22,C,Ambient,150,2.0
A22-C-04,A,A22,C,Ambient,150,2.0
A22-C-05,A,A22,C,Ambient,150,2.0
A22-C-06,A,A22,C,Ambient,150,2.0
A22-C-07,A,A22,C,Ambient,150,2.0
A22-C-08,A,A22,C,Ambient,150,2.0
A22-C-09,A,A22,C,Ambient,150,2.0
A22-C-10,A,A22,C,Ambient,150,2.0
A22-C-11,A,A22,C,Ambient,150,2.0
A22-C-12,A,A22,C,Ambient,150,2.0
A22-C-13,A,A22,C,Ambient,150,2.0
A22-C-14,A,A22,C,Ambient,150,2.0
A22-C-15,A,A22,C,Ambient,150,2.0
A22-C-16,A,A22,C,Ambient,150,2.0
A22-C-17,A,A22,C,Ambient,150,2.0
A22-C-18,A,A22,C,Ambient,150,2.0
A22-C-19,A,A22,C,Ambient,150,2.0
A22-C-20,A,A22,C,Ambient,150,2.0
A22-D-01,A,A22,D,Ambient,150,2.0
A22-D-02,A,A22,D,Ambient,150,2.0
A22-D-03,A,A22,D,Ambient,150,2.0
A22-D-04,A,A22,D,Ambient,150,2.0
A22-D-05,A,A22,D,Ambient,150,2.0
A22-D-06,A,A22,D,Ambient,150,2.0
A22-D-07,A,A22,D,Ambient,150,2.0
A22-D-08,A,A22,D,Ambient,150,2.0
A22-D-09,A,A22,D,Ambient,150,2.0
A22-D-10,A,A22,D,Ambient,150,2.0
A22-D-11,A,A22,D,Ambient,150,2.0
A22-D-12,A,A22,D,Ambient,150,2.0
A22-D-13,A,A22,D,Ambient,150,2.0
A22-D-14,A,A22,D,Ambient,150,2.0
A22-D-15,A,A22,D,Ambient,150,2.0
A22-D-16,A,A22,D,Ambient,150,2.0
A22-D-17,A,A22,D,Ambient,150,2.0
A22-D-18,A,A22,D,Ambient,150,2.0
A22-D-19,A,A22,D,Ambient,150,2.0
A22-D-20,A,A22,D,Ambient,150,2.0
A22-E-01,A,A22,E,Ambient,25,2.0
A22-E-02,A,A22,E,Ambient,25,2.0
A22-E-03,A,A22,E,Ambient,25,2.0
A22-E-04,A,A22,E,Ambient,25,2.0
A22-E-05,A,A22,E,Ambient,25,2.0
A22-E-06,A,A22,E,Ambient,25,2.0
A22-E-07,A,A22,E,Ambient,25,2.0
A22-E-08,A,A22,E,Ambient,25,2.0
A22-E-09,A,A22,E,Ambient,25,2.0
A22-E-10,A,A22,E,Ambient,25,2.0
A22-E-11,A,A22,E,Ambient,25,2.0
A22-E-12,A,A22,E,Ambient,25,2.0
A22-E-13,A,A22,E,Ambient,25,2.0
A22-E-14,A,A22,E,Ambient,25,2.0
A22-E-15,A,A22,E,Ambient,25,2.0
A22-E-16,A,A22,E,Ambient,25,2.0
A22-E-17,A,A22,E,Ambient,25,2.0
A22-E-18,A,A22,E,Ambient,25,2.0
A22-E-19,A,A22,E,Ambient,25,2.0
A22-E-20,A,A22,E,Ambient,25,2.0
A22-F-01,A,A22,F,Ambient,25,2.0
A22-F-02,A,A22,F,Ambient,25,2.0
A22-F-03,A,A22,F,Ambient,25,2.0
A22-F-04,A,A22,F,Ambient,25,2.0
A22-F-05,A,A22,F,Ambient,25,2.0
A22-F-06,A,A22,F,Ambient,25,2.0
A22-F-07,A,A22,F,Ambient,25,2.0
A22-F-08,A,A22,F,Ambient,25,2.0
A22-F-09,A,A22,F,Ambient,25,2.0
A22-F-10,A,A22,F,Ambient,25,2.0
A22-F-11,A,A22,F,Ambient,25,2.0
A22-F-12,A,A22,F,Ambient,25,2.0
A22-F-13,A,A22,F,Ambient,25,2.0
A22-F-14,A,A22,F,Ambient,25,2.0
A22-F-15,A,A22,F,Ambient,25,2.0
A22-F-16,A,A22,F,Ambient,25,2.0
A22-F-17,A,A22,F,Ambient,25,2.0
A22-F-18,A,A22,F,Ambient,25,2.0
A22-F-19,A,A22,F,Ambient,25,2.0
A22-F-20,A,A22,F,Ambient,25,2.0
A23-A-01,A,A23,A,Ambient,150,2.0
A23-A-02,A,A23,A,Ambient,150,2.0
A23-A-03,A,A23,A,Ambient,150,2.0
A23-A-04,A,A23,A,Ambient,150,2.0
A23-A-05,A,A23,A,Ambient,150,2.0
A23-A-06,A,A23,A,Ambient,150,2.0
A23-A-07,A,A23,A,Ambient,150,2.0
A23-A-08,A,A23,A,Ambient,150,2.0
A23-A-09,A,A23,A,Ambient,150,2.0
A23-A-10,A,A23,A,Ambient,150,2.0
A23-A-11,A,A23,A,Ambient,150,2.0
A23-A-12,A,A23,A,Ambient,150,2.0
A23-A-13,A,A23,A,Ambient,150,2.0
A23-A-14,A,A23,A,Ambient,150,2.0
A23-A-15,A,A23,A,Ambient,150,2.0
A23-A-16,A,A23,A,Ambient,150,2.0
A23-A-17,A,A23,A,Ambient,150,2.0
A23-A-18,A,A23,A,Ambient,150,2.0
A23-A-19,A,A23,A,Ambient,150,2.0
A23-A-20,A,A23,A,Ambient,150,2.0
A23-B-01,A,A23,B,Ambient,150,2.0
A23-B-02,A,A23,B,Ambient,150,2.0
A23-B-03,A,A23,B,Ambient,150,2.0
A23-B-04,A,A23,B,Ambient,150,2.0
A23-B-05,A,A23,B,Ambient,150,2.0
A23-B-06,A,A23,B,Ambient,150,2.0
A23-B-07,A,A23,B,Ambient,150,2.0
